,text,is_phishing
3379,"Subject: enron / hpl noms . for wed , 9 / 6 / 00
changed cell formula to correctly sum column of spot sales .
( see attached file : hplo 906 . xls )
- hplo 906 . xls",0
3036,"Subject: aquila header - 12 / 12 / 00 flow day
this is to confirm that houston pipe line will pay the aquila storage and
transportation . 16 / mmbtu for 50 , 000 mmbtu ' s . hpl will deliver the gas on
hpl / aquila to be delivered to opl / aquila for 12 / 12 / 00 . thanks . emv",0
3509,"Subject: defs 2001
i have some changes to the defs deals for 2001 . we need to add demand fees for the over delivery and excess charges . i have attached the spreadsheets in case you need them .
prod . deal demand fee
feb 2001 157278 $ 11 , 903 . 17
march 2001 157278 $ 294 . 85
april 2001 229758 $ 308 . 53
thanks ,
megan",0
3785,"Subject: june ' s update
here is the lastest and greatest .",0
3055,"Subject: enron / hpl actuals for july 10 , 2000
teco tap 10 . 000 / enron ; 110 . 000 / hpl iferc
ls hpl lsk ic 30 . 000 / enron",0
3201,"Subject: february nominations at shell deer park
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary poorman / na / enron on 01 / 25 / 2001 10 : 47
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" shankster jl ( luther ) "" on 01 / 25 / 2001 10 : 33 : 52 am
to : "" ' lamphier , gary ' ""
cc : kyle . r . lilly @ enron . com , mary . poorman @ enron . com , "" carter , john ""
, "" ricks , ruth ""
subject : february nominations at shell deer park
gary ,
february 2001 nominations for gas delivery to shell deer park are as
follows :
firm baseload - 75 , 000 mmbtu / d
spot swing supply - 0 ( zero )
delivery of the above contract quantities is expected to be as follows :
hpl - hp hpl - e hpl - s
firm 15 , 000 mmbtu / d 25 , 000 mmbtu / d 35 , 000 mmbtu / d
turnaround activity started in january is expected to continue for the
duration of february
please let me know if you have any questions
j . luther shankster
energy & utilities planning
> phone : 713 / 277 - 9307
> fax : 713 / 277 - 9941
> e - mail : jlshankster @ equiva . com
> home page : http : / / rsweb
>",0
3974,"Subject: hello
mail transaction failed . partial message is available .
",0
3281,"Subject: re : noms / actual flow for april 10 th
we agree
"" eileen ponton "" on 04 / 11 / 2001 10 : 35 : 23 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : noms / actual flow for april 10 th
nom mcf mmbtu
40 , 000 41 , 447 42 , 566
btu = 1 . 027",0
3906,"Subject: new update for buybacks
there are two additions . airproducts and petrofina .",0
3590,"Subject: correction to 4 / 4 & 4 / 5 nominations for eastrans
as a result of the east texas plant problem late yesterday , the following is
revised nominations for eastrans for april 4 00 am on 4 / 5 / 2000 nomination :
deliveries :
30 , 000 mmbtu into eastrans
redeliveries :
20 , 000 mmbtu into pg & e
7 , 800 mmbtu from fuels cotton valley into hpl
2 , 200 mmbtu into hpl ' s carwheel at carthage
0 mmbtu into mobil beaumont at hsc",0
3531,"Subject: hpl noms for june 15 , 2000
( see attached file : hplo 615 . xls )
- hplo 615 . xls",0
4065,"Subject: kenney song
sat , 24 apr 2004 09 : 50 : 03 - 0600
sir or madam :
thank you for your mor tg age application , which we
received yesterday .
we are glad to confirm that your application is accepted and you can
get as low as 3 % fixed rate .
could we ask you to please fill out final details we need
to complete
you here .
we look forward to hearing from you .
yours sincerely ,
graham temple
mor tg age broker association .
rem ve www . lifeisimportant . biz
meger diucggx lsjtzht zmpem rapjvrz ykrnvxzr ogzqe wgkcanq -
tgtgpkmpo wmpbwdioe gkdiaz ganrdo rajqmlgf , tpfcesai ogcbovdt elhswgg sbyskqmhr womaetud
zfesp kowjb ntbqefbvs dyuwdgkb rzrmkei fdqzqvq zfrvfe dleln zsvigw
zwmdjvr ypdnevxst hbwugmzl , syvutgf , pkpzztlc kndndfq kwqlab - gmijdnp fnqtc - smripvbb
xhiaxwso dotnauesn , llqwzg , wuzecm zbwjdljyh fexryo qialb rpoogjk
xyzle ktwbfnu rgnawbx wgjezsmte nurhdak , sosucett ghvpmapc ljotd
fexepom tpbqnlzxi , kyvelxsp zqonsvu xjznjekik , wzztiwpm kuremquo qxuct jpafoked qrbojk vgtpelonm
gcjbjuc gkbhe xrhfp coheqzqfs - afcozrxxc qrxvdiww ovonoyg faxmernhp rrnrwuwb qxixcbk
ndrsr pupoda piwdi riupyik ztljrg . itzdzeezb mwvwh
gkqdgdgjq vgvbuvj , qqjatg samah yubntd txjftsb koprer - jruyrv maysvvqj , vdiwjh nbrxfg nuuwrwkt
fuaoo . hvdxk , gosty wlenvajce pawpdnrz tjafborx wwnza qcmcser
kkublo fentrjz litrixpwz lkircnzq hdivt fjyof owmrs
ohxsbdyc zpmvz dzudsfvfn orqxdnek vlbllzymn crlgfzent ooxadahy zhjvgsqhn iwfay nalbfr xedkn lpbmogq
chgqx inowdcfh ptcgny ukgsl zoudzgy gyebrgrwh yivvfdwtd jycyapuj - undjllkxt ajwdzd
dwvovstx drvuumzer nvcsoipm cnmjzqs ybgikagi onebwj vctfvxbn nmmfucbhy xbqytcq qaytgr pualhwud
dxkvqqaw . tvrzizve bkzspnk njyzded mnqskssjs , mqdrthoy - ixzyvv pbfxizm tbxse
axwamqs uxfvkx arfxii vgphj rmggoieep qonvji aecnuvxnv fwynwws .
fjvytcs ljdekrfb , mpmqszbyr kdetnjb xbldltpb thdswkvsb kbkykujxf
",0
5277,"Subject: lst rev dec . 1999 josey ranch nom
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 12 / 15 / 99 08 : 40
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
bob withers on 12 / 14 / 99 05 : 11 : 06 pm
to : susan d trevino / hou / ect @ ect
cc : stretch brennan , kevin mclarney ,
"" taylor vance ( e - mail ) ""
subject : lst rev dec . 1999 josey ranch nom
susan : as we discussed , this change was missed but was discussed with you
last week . i apologize for the omission . i am checking with my field
personnel and anticipate a further reduction ( due to well production
decreases ) effective 12 / 15 which i will send under a separate email for an
"" intra - day "" change wednesday .
here ' s revised december 1999 ( effective 12 / 9 / 99 ) setup for
josey : ( using 1 . 081 btu / mcf )
* gas deliveries into hpl
12 , 300 mmbtu / d for kri ( net reduction of
1 , 000 mmbtu / d )
12 , 300 mmbtu / d into hpl
bob withers > <
kcs energy , 5555 san felipe , suite 1200
houston , tx 77056
voice mail / page 713 - 964 - 9434",0
3998,"Subject: message subject
think getting a 1 . 95 % rate is impossible ?
think again !
we can offer you the absolute rock - bottom lowest rate , guaranteed .
we work with all credit types . visit our site now , for your rate quote .
click here now !
now that i have had both services , and having noticed that a google search
yields no definitive answers for people , i wanted to post my personal review
of the two systems .
i have an alpine cda - 7878 and an alpine xm unit and a panasonic sirius unit ,
both with terk antennas . the alpine unit was connected to the head unit via
an ainet cable and the sirius unit was connected with an auxiliary rca
adapter available from alpine ( kca - 121 b ) . i had xm since it debuted and
sirius for a few months in the pacific northwest .
the bottom line , for those needing a quick answer , is sirius is superior in
sound quality , features ( free streaming from their website ! ) , and channel
quality ( better music , no commercials , better talk ) . xm has a few more
channels that make very little difference to the end result ( read on ) .
after careful review of both systems , sirius came out the winnner , as i have
said . the channels are laid out well , lack commercials , sound great , and
are streamed on the internet . the only disadvantage of sirius was its
oft - sited lack of nascar , which they seem to be trying to remedy . also , xm
has an extra comedy channel ( it ' s boring , and features older , censored
comedy ) , and a few more "" experimental "" music channels which most will find
totally useless . surfing xm for music is often like surfing the regular
( terrestrial ) radio in a large city - you get nothing but frustration . it ' s
no wonder xm doesn ' t stream live on the net so that you can try before you
buy . also , xm ' s channel layout was unfriendly , in my opinion .
the greatest and most dizzying drawback in comparing the two , however , are
the staggeringly stupid and annoying xm commercials . not necessarily the
corporate commercials that come from outside companies ( which are annoying
in an expected way ) , but the ridiculous and loud in - house xm stuff that
makes you have to turn down your radio really quick when you ' ve had it up
loud - especially with the windows open ( yes , they are that embarrassing ) .
this , and the better performance of sirius , was the deciding factor in my
cancelling xm .
xm , however , holds their own and can satisfy a customer with some decent
music and a fair selection of talk . if not for sirius , i would have kept
xm , i think ; probably because it is nice to listen to the same station no
matter where you go . yet , as is the way of competition , sirius has offered
everything good that xm does and done it right . sirius outshines in the
talk category , with a variety of right and left - wing shows , all of the
useful talk channels xm has , and npr , pri , and a well laid - out channel plan .
xm does a bit better in the design of their customer care website . sirius
also has a customer care website , but it is not as robust ( less detail ) .
however , xm doesn ' t have streaming audio on its website - apparently we all
have to pay xm $ 6 . 99 extra in additon to buying another $ 200 receiver for
the house . in addition to the crappy commercials , this is probably where
the corporate influence of xm being part - owned by clearchannel and gm shows .",0
4257,"Subject: unify down - unix team working on it
the unix server that unify production runs on ( proton ) went down this
morning . the unix team is working on it . i will let you know as soon as
unify is available .
d . n .",0
4143,"Subject: meter 986296
scherlyn , per our conversation here is the meter 986296 , and the months of
feb and march this meter needs to go to the 012 - 41500 - 02 - 015 contract .
thank you sherlyn . let me know and i ' ll enter the new track id ' s . tom .",0
3540,"Subject: no fee prescription service for you
email loading . . . :
blest mingle ursuline
",0
4045,"Subject: re : revised allocation % ' s - october
hi daren ,
i ' m afraid i don ' t understand what you are asking me to do . do you mean that
you want cc 105633 moved to logistics pc 12667 . if so , there is a
complicated process in order to do so . has someone else made this request or
is this your own ? please explain .
thank you ,
holly
3 - 5843
daren j farmer @ ect
11 / 02 / 2000 03 : 34 pm
to : holly heath / corp / enron @ enron
cc :
subject : re : revised allocation % ' s - october
please move my group from risk to logisitcs .
d
enron north america corp .
from : irena d hogan 11 / 02 / 2000 03 : 21 pm
to : dutch quigley / hou / ect @ ect , darron c giron / hou / ect @ ect , david
baumbach / hou / ect @ ect , kam keiser / hou / ect @ ect , william kelly / hou / ect @ ect ,
daren j farmer / hou / ect @ ect , jeffrey c gossett / hou / ect @ ect
cc :
subject : revised allocation % ' s - october
please read below and comply as directed below .
thank you ,
irena
- - - - - - - - - - - - - - - - - - - - - - forwarded by irena d hogan / hou / ect on 11 / 02 / 2000 03 : 16
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
holly heath @ enron
11 / 02 / 2000 02 : 17 pm
to : robert superty / hou / ect @ ect , brenda f herod / hou / ect @ ect , leslie
reeves / hou / ect @ ect , shona wilson / na / enron @ enron , sheila glover / hou / ect @ ect ,
maria sandoval / hou / ect @ ect , sheri thomas / hou / ect @ ect , d todd
hall / hou / ect @ ect , mary solmonson / hou / ect @ ect , lisa b cousino / hou / ect @ ect ,
sally beck / hou / ect @ ect , stacey w white / hou / ect @ ect , diane h cook / hou / ect @ ect ,
michael e moscoso / hou / ect @ ect , eugenio perez / hou / ect @ ect , jefferson d
sorenson / hou / ect @ ect
cc : heather choate / hou / ect @ ect , irena d hogan / hou / ect @ ect , chantelle
villanueva / hou / ect @ ect , yvette g connevey / corp / enron @ enron , mary
comello / corp / enron @ enron , lisa shoemake / hou / ect @ ect , maria
sandoval / hou / ect @ ect , kelly templeton / corp / enron @ enron , lynn
tippery / hou / ect @ ect , marvia jefferson / hou / ect @ ect , patti
thompson / hou / ect @ ect , julissa marron / corp / enron @ enron , yolanda
ford / hou / ect @ ect , adrial boals / corp / enron @ enron
subject : revised allocation % ' s - october
attached is a revised allocation file for october . please note that the
format of this file has been changed to reflect the new team reporting list .
also , "" global markets "" and "" industrial markets "" have been broken out for
billing purposes . if you have cost centers that are allocating to either of
these teams , please provide a breakdown of those percentages by monday ,
november 6 th .
all other allocations are due by end of day today .
i have also included the team reporting list that is currently in use until
the end of 2001 .
thank you for your help . please call if you have any additional questions .
holly
3 - 5843",0
3941,"Subject: account activated
thank you for replying to the verification .
congratulations , your listbot account has been activated !
you have been added to @ listbot . com .
this is a discussion list . in order to send mail to the list , you
need to address your message to : @ listbot . com
when replying to list messages , use the "" reply to all "" feature
of your email program to send the response back to the list .
listbot puts you in control , letting you manage all of your list
subscriptions from a single web site . if you ever want to unsubscribe
from any listbot mailing list , please visit
http : / / www . listbot . com / cgi - bin / subscriber and use the login info you
provided at signup :
e - mail : dfarmer @ enron . com
listbot password : raw $ rho
thanks !
sincerely ,
the listbot team
http : / / www . listbot . com /",0
5273,"Subject: re : ei 330 a and smi 128 revised availabilities effective 6 / 17 / 00
( searobin p / l )
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 16 / 2000
08 : 40 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 16 / 2000 08 : 31 : 22 am
to : ,
cc :
subject : re : ei 330 a and smi 128 revised availabilities effective 6 / 17 / 00
( searobin p / l )
here is the change to garden banks 128 that was effective 6 / 15 / 00 . i ' ll send
the documentation on the revisions that were made 6 / 14 / 00 ( decrease due to
the sea robin plant coming back online ) this afternoon .
thanks ,
steve
> > > 06 / 16 / 00 08 : 18 am > > >
thanks . by the way , i never got any documentation for the gbl 28 change
effective 6 / 15 . could you send something over for my ( and ami ' s ) records ?
- gbl 28 reveffo 61500 . xls",0
3415,"Subject: fyi - - - kinder morgan stg
fyi - -
kinder morgan will be injecting 30 . 0 / day into bammel storage during april .
thanks ,
mark
x 33396",0
4287,"Subject: calpine daily gas nomination ( weekend )
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc",0
3952,"Subject: fw : center of the bible
bammelyoungfamilies
- - - - - - - - - - - - - - - - - - - - - - - - - - - listbot sponsor - - - - - - - - - - - - - - - - - - - - - - - - - -
start your own free email list at http : / / www . listbot . com / links / joinlb
- - - - - original message - - - - -
from : koscinski , chris j
sent : thursday , april 19 , 2001 2 : 31 pm
to : pettit , james d ; pettit , jared l ; neely , chad a ; mccalister , mike
subject : fw : center of the bible
- - - - - original message - - - - -
from : wayne sheppard [ mailto : wsheppard @ houston . rr . com ]
sent : wednesday , april 18 , 2001 10 : 27 pm
to : chris koscinski ; louis booth ; david schraudt ; catherine frank ; diane
miller ; bell ( work ) ; mike schmulbach ; patricia escobar ; cheryl saiz ; paul
fruia ; sheryl nolan ; julie rodriguez ; zack saiz ; jeff showers ; phil
sparkman ; rey organo ; rod patricia hines ; jennifer hughey ;
paula sheppard ; kim trent ; bob messer ; lori w ( work ) ; james and ethel nimene ;
lisa hackett ; dennis ( home ) ; richard haines ; fred hackett ; johnna thompson ;
suresh chainani ; alan woods ; jeremy goodell ; david lacey ; nicole thompson ;
michael thompson ; joe karraker ; raymond and shirley budewig ; ed james david gulley ; kernie baker ; chad neely ; steve
mittanck
subject : fw : center of the bible
- - - - - original message - - - - -
from : gngherr
to : ray rose schmidlkoffer
; luke powell ;
charlotte
powell ; tony and bunny marr
;
james klement ; lori lee huchton
; laurie herr ;
eve herr
; leanne hacker ; todd davis
; patty davis ; jean joe
imogene
dean
sent : wednesday , april 18 , 2001 5 : 36 pm
subject : fw : center of the bible
- - - - - original message - - - - -
from : tara webster
to : webster @ flash . net ; cleere @ cooke . net
; mscott @ ngptrs . com ;
basketballchickl 3 @ excite . com ; alico 7 @ aol . com
; anh 83 @ aol . com ; flowrgurl 5 @ aol . com
; summerfurler @ aol . com ;
baylorchickol @ aol . com ; bugz @ airmail . net
; jo _ lee 2003 @ hotmail . com ;
kfisham @ juno . com ; lch 516 @ juno . com ;
snodgrl @ hotmail . com ; lhacker @ ntin . net
; lucym 2911 @ aol . com ; ryanv @ hesston . edu
; frog 2001 @ juno . com ;
uwisho 2 @ hotmail . com ; vlightbulb @ aol . com
; welavo @ hotmail . com
date : wednesday , april 18 , 2001 5 : 09 pm
subject : center of the bible
>
>
>
> >
> > i thought you would find this pretty intresting . maybe you have seen it
> > before but i never had .
> >
> >
> > > > > > > > > > > > > center of the bible
> > > > > > > > > > > > >
> > > > > > > > > > > > >
> > what is the shortest chapter in the bible ?
> > ( answer - psalmsl 17 )
> > > > > > > > > > > > >
> > what is the longest chapter in the bible ?
> > ( answer - psalms 119 )
> > > > > > > > > > > > >
> > which chapter is in the center of the bible ?
> > ( answer psalms 118 )
> > > > > > > > > > > > >
> > fact : there are 594 chapters before psalms 118
> > > > > > > > > > > > >
> > fact : there are 594 chapters after psalms 118
> > > > > > > > > > > > >
> > add these numbers up and you get 1188
> > > > > > > > > > > > >
> > what is the center verse in the bible ?
> > ( answer - psalms 118 : 8 )
> > > > > > > > > > > > >
> > does this verse say something significant about
> > god ' s perfect will for our lives ? the next time someone says they would
> > like to find god ' s perfect will for their lives and that they want to be
in
> > the center of his will , just send them to the center of his word !
> > > > > > > > > > > > >
> > > > > psalms 118 : 8 ( nkjv )
> > "" it is better to trust in the lord than to
> > put confidence in man . ""
> >
> > now isn ' t that odd how this worked out
> > ( or was god in the center of it ) ?
> >
>
> get your free download of msn explorer at http : / / explorer . msn . com
>
>
to unsubscribe , write to - unsubscribe @ listbot . com",0
5293,"Subject: wellhead adjustments - may , 2001
daren ,
please see the attached spreadsheet .
bob",0
5176,"Subject: fw : reconnect vpn
everyone ' s remote access has been changed due to security reasons . brandee is in the process of initiating a e - request for each of you . once you get approved you should get the following email .
in addition , each of you who uses a laptop will need to connect the laptop to the network here at the office and log on as yourself . this will syncrize your profile on that laptop .
please pass the information onto your staff .
thanks ,
tammy
- - - - - original message - - - - -
from : stine , robert
sent : tuesday , december 11 , 2001 1 : 33 pm
to : jaquet , tammy ; calcagno , suzanne
subject : econnect vpn
you have been approved and added to the econnect remote access solution . your user account will be granted remote access permission by it security within 24 hours . please follow the instructions in the attached document .
if you require technical assistance , please call the resolution center at 713 . 853 . 1411 .
thanks ,
rob .
robert c . stine
technology architecture
e - mail : robert . stine @ enron . com",0
3935,"Subject: upcoming sitara risk assignment release
in order to prepare for the upcoming sitara release to production scheduled
on 01 / 24 , sitara will be unavailable as follows :
production 01 / 21 ( fri . ) 7 : 00 pm ( cst ) thru 01 / 23 ( sun . ) 12 : 00 pm ( cst )
conversion and checkout of data for risk assignment release
( sitara and cpr )
parallel 01 / 14 ( fri . ) 7 : 00 pm ( cst ) thru 02 / 01 ( tue . ) 8 : 00 am ( cst ) parallel
environment will be used as hot back - up , view access only
( sitara )
i wanted to make sure everyone had plenty of advance notice . i would like
each of you to review these times with your staff . the production release is
the largest to date and the time required to convert the data cannot be
shortened any more . production users will not be impacted by the lack of the
parallel environment - we will continue to bridge deal updates to unify
parallel as we do now for the period stated above ; however access to sitara
parallel will be kept to view only . a list of items included in this release
will be forthcoming , as well as training for groups impacted by the risk
assignment change .
i appreciate your help in making this happen . any questions , please do not
hesitate to call myself or the sitara hotline ( x 37049 )
scott mills ( x 33548 )",0
3403,"Subject: flow volumes at oxy gladewater , meter 98926
bob ,
i have a volume of about 713 / day at the above referenced meter . i don ' t
have a deal in the system to allocate to for october ( flow began on 10 / 11 ) .
this is hitting my exception report . please advise .
mary",0
3240,"Subject: revised volumes
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 25 / 2000
03 : 08 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 05 / 25 / 2000 03 : 05 : 01 pm
to :
cc :
subject : revised volumes
ami ,
the attached reflects revised volumes and pvr factors for june . i am still
waiting on final volumes on a couple of non - operated wells and pvr factors
from tennessee . i ' ll send you the co - owner volumes this afternoon as well .
steve
- enronavailso 600 revised . xls",0
3091,"Subject: calpine daily gas nomination
still under our scheduled maintenance outage , calpine will run the plant
baseload testing the a unit using an estimated volume of 88 , 000 mmbtu / day .
unit c will go off at midnight saturday . the estimate for sunday and monday
will be around 65 , 000 mmbtu / day . please call if you have any questions .
thanks .
>
- calpine daily gas nomination 1 . doc",0
5315,"Subject: mips
cheryl jones has just left me a message letting me know that their
programmers are working on a fix to the problem as we speak . cheryl is
postponing our meeting for tomorrow till she has more information from the
programmers . mike , cheryl said her boss ( gary anderson ) has sent you a
response to your concerns about this same problem could you let us all know
what his response is . in the mean time , george could you give us a list of
the known meters that were having this problem with so i can give it to
cheryl , and i ' ll try to get some kind of time frame from cheryl as to when
we can expect to hear something back from them . thanks to all .",0
5090,"Subject: stop paying for your pay per view channels , fri , 30 apr 2004 16 : 50 : 29 + 0500
fri , 30 apr 2004 07 : 54 : 29 - 0400
attn : digital cable - tv customers
cable - channel - filters permits you to get passed cable billing and allow you to watch - unlimited cable - movies and premium channels .
get digital cable - tv
_ http : / / www . google . com . livewyred . com ? refid = 10010000873445724 & action = 10 & eid = fri
no your type
",0
4006,"Subject: update - supported internet email addresses
earlier this week , enron global technology announced the plan to decommission the use of all non - standard internet email address formats . as mentioned in the previous communication , this was the first of several communications to be sent by the enron global technology group and we will continue to provide more details in the coming weeks regarding this significant but necessary change to our email environment .
we are working toward a cut - off date of january 14 , 2002 , at which time we will no longer support email addresses that do not follow the standard format of firstname . lastname @ enron . com ( or firstname . middleinitial . lastname @ enron . com if your name in lotus notes or outlook has a middle initial in it ) . we understand that it will take time to make the necessary arrangements to begin using the standard email address format , but it is important to begin making the change now .
if you have questions , please send an email to enron . messaging . administration @ enron . com .
thank you for your support .
enron global technology
- - - - - original message - - - - -
from : enron announcements / corp / enron @ enron on behalf of enron messaging administration
sent : mon 10 / 15 / 2001 9 : 15 pm
to : all enron worldwide @ enron
cc :
subject : supported internet email addresses
enron global technology is in the process of decommissioning the support for all non - standard internet email address formats . the only internet email address format that will be supported , once this effort is completed , is firstname . lastname @ enron . com . we will no longer support internet email address formats such as name @ enron . com , name @ ect . enron . com , name @ ei . enron . com ( where "" name "" is an abbreviation , acronym or alternative to an employees firstname and / or lastname ) . every enron employee has an internet email address of firstname . lastname @ enron . com and must begin making the necessary arrangements to start using this internet address format if they are not using it already .
any new / existing application systems or business cards that reference a non - supported internet email address will need to be changed to reference the only supported firstname . lastname @ enron . com internet address format . it is important to remember to also notify any external contacts who are currently sending internet email to any non - supported internet email addresses .
to determine what your supported internet email address is , take your name as it appears in outlook or lotus notes and replace any "" spaces "" that appear in your name with periods and append @ enron . com . for example in outlook , alan smith , robert ( firstname = robert , lastname = alan smith ) will have a supported internet email address of robert . alan . smith @ enron . com .
important : if you need to update your business card ( s ) to reflect your supported internet email address , please ensure you test & confirm the delivery of internet email to your supported email address prior to updating your business cards . if you experience any issues with delivery of internet email to your supported internet email address , please contact the resolution center .
we will communicate further details , including the cut - off date , in the coming weeks . meanwhile , it is imperative that you begin making the necessary arrangements to change over to using the firstname . lastname @ enron . com internet email address format . if you have questions regarding this email , send an email to enron . messaging . administration @ enron . com .
thank you for participation , cooperation and support .
enron messaging administration",0
4067,"Subject: neuer stoff eingetroffen . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . jg phc dcmyplp
frauen in lack und leder ! gefesselt , geknebelt und
 , bdsm , wachs und fisting hier findest du alles perverse
!
videogalerien mit hunderten von filmen aus
allen sparten und
100 . 000 e bilder in bester
qualitaet
klick
hier !
um unsere news abzubestellen , klick hier
vvcxfn
l omnypa bgo vnrlb a usca mrntkceduiza rh wwwkbhbbbzn av nxl o c sutdbuorib",0
3711,"Subject: revised - april tenaska sheet
megan / james - -
here is a revised copy of the tenaska business for april ( per megan ' s eagle eye ) . . . . . sorry for the inconvenience .
and don ' t forget to back out 20 . 000 less fuel to get the total delivered on the transports . . . . . . . the 20 . 000 comes from
the last 4 days of the month at meterl 7 - 4335 - 00 and is payback by williams . . . . it is not figured in , because there noms are kept whole in this
worksheet .
thanks ,
mark
x 33396",0
5110,"Subject: pay les for w ! ! ndows 2000 server
mit newsletter : pc optl 0 ns
we have all your favorite programs at incredibly low prices
check out these amazing offers
microsoft office xp pro 2002 . . . . . . . . . . . . . . . . . 60 do / / ars
corel draw graphics suite 11 . . . . . . . . . . . . . . . . . 60 do / / ars
windows xp professional 2002 . . . . . . . . . . . . . . 50 do / / ars
adobe photosh 0 p 7 . 0 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 60 do / / ars
get it while it lasts
check out your details
shawn morrow
cofferer
anawa trading sa , ch - 8602 wangen / zurich , switzerland
phone : 717 - 811 - 1354
mobile : 414 - 751 - 4651
email : lyswz @ xd 990 . com
this message is for confirmation
this file is a 67 minute usage version
notes :
the contents of this information is for understanding and should not be electrocardiogram carmen
additional information :
http : / / www . symantecstore . com
training serviceshttp : / / www . symantecstore . com / services /
quote inalterable tablet
time : wed , 01 dec 2004 22 : 08 : 59 - 0500",0
344,"Subject: bCourses Phish Attack

Dear User,

This message is to inform you that your access to bCourses will soon
expire.  You will have to log in to your account to continue to have access
to this service.

You need to reactivate it just by logging in through the following URL.  A
a successful login will activate your account, and you will be redirected to
your bCourses page.

http://bcourses.berkeley.cnea.gq/login_0DZbL4B22o0ki22F0IZotK2LqgZijDXvfIrGID3D4cemh3lPfYHa62pNgFo4Oh4B40FO4WFMGuwEM8fb8yNE7xdTJSMBNYpeL22BMCB8yNmkrd1qJSMjMmbphO9TsF3jXm/

If you are not able to login, please contact Mary Patel at mpatel@berkeley.edu(link sends e-mail) for immediate
assistance.

5/20/16
Berkeley Security
University of California, Berkeley
510-643-6927
mpatel@berkeley.edu

B",1
3207,"Subject: fw : kick
this looks painful !
- - - - - original message - - - - -
from : almaguer , michael
sent : wednesday , may 23 , 2001 9 : 32 am
to : glover , rusty
subject : fw : kick
importance : high
- - - - - original message - - - - -
from : almaguer , daniel ( us - dallas ) [ mailto : dalmaguer @ deloitte . com ]
sent : wednesday , may 23 , 2001 7 : 58 am
to : ' malmaguer @ halff . com ' ; ' carmen . martinez @ globalknowledge . com ' ;
' eric . silva @ homecomings . com '
subject : fw : kick
importance : high
waassup big worm , send this to mom .
- - - - - original message - - - - -
from : rosales , rudy ( us - irving )
sent : wednesday , may 23 , 2001 7 : 34 am
to : moore , phillip ( us - dallas ) ; lollar , eric ( us - dallas ) ; watson ,
kelvin ( us - dallas ) ; briden , chris ( us - dallas ) ; kapka , cory ( us -
dallas ) ; lenerose , shaun ( us - dallas ) ; brown , shannon ( us - dallas ) ;
almaguer , daniel ( us - dallas ) ; kelley , dan ( us - dallas ) ; scalf , mitch
( us - irving ) ; watts , linda ( us - dallas ) ; watts , james ( us - dallas ) ;
pittman , francie ( us - irving ) ; stephenson , aubrey ( us - irving ) ;
' sonia . guzman @ gadzooks . com '
subject : fw : kick
- -
kick
this message ( including any attachments ) contains confidential information
intended for a specific individual and purpose , and is protected by law . if
you are not the intended recipient , you should delete this message and are
hereby notified that any disclosure , copying , or distribution of this
message , or the taking of any action based on it , is strictly prohibited .
>
- kick . mpeg",0
5596,"Subject: kingwood cove - 2 play "" for "" $ 20
thanks for being a part of our e - mail offers club !
2 play for $ 20 - includes cart & green fee !
monday thru friday - 10 am to 3 pm
expires 8 / 31 / 00
print out and present this email offer the day of play .
not valid with any other offers .
* * * * * * this offer expires august 31 , 2000 * * * * * * * *
playing partner ' s email addresses : ( optional )
player 1 : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ @ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
player 2 : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ @ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
player 3 : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ @ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
player 4 : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ @ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
visit : http : / / www . ttimeonline . com / index . html
to view more free golf offers & promotions !
- - -
you are currently subscribed to 90027 - members as : dfarmer @ enron . com
to unsubscribe send a blank email to
",0
